Rank,CreatorName,Description,CreatorSite,PatreonSite,Instagram,Facebook,Twitter,YouTube,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
"1,324",Chechula Čupová,Chechula Čupová is creating  illustrations and comics (chechula),https://graphtreon.com/creator/chechula,https://www.patreon.com/chechula,,,0,0,12,$25 per month,$2.06 per month,927,17-Mar
"1,325",FuzzyComa,FuzzyComa is creating Digital Art (fuzzycoma),https://graphtreon.com/creator/fuzzycoma,https://www.patreon.com/fuzzycoma,,,https://twitter.com/fuzzycoma,0,12,,,477,18-Jun
"1,326",Heather Millenaar,Heather Millenaar is creating Art to Excite the Soul (HeatherMillenaar),https://graphtreon.com/creator/HeatherMillenaar,https://www.patreon.com/HeatherMillenaar,,,https://twitter.com/MillenaarArt,https://www.youtube.com/channel/UCU82ai6ebGf_yEJp8aV4Xfw,12,$357 per month,$29.71 per month,693,17-Nov
"1,327",ArtoriasTK,ArtoriasTK is creating 3D Fan Artwork (artoriastk),https://graphtreon.com/creator/artoriastk,https://www.patreon.com/artoriastk,,,0,0,12,$14 per creation,$1.13 per creation,382,18-Sep
"1,328",Seeroro,Seeroro is creating Art and Illustration (Seeroro),https://graphtreon.com/creator/Seeroro,https://www.patreon.com/Seeroro,,,https://twitter.com/Seeroro,0,12,,,302,18-Dec
"1,329",Fiona Pitt-Kethley,"Fiona Pitt-Kethley is creating books, articles, paintings, poems, jewellery.",https://graphtreon.com/creator/user?u=5900448,https://www.patreon.com/user?u=5900448,,,https://twitter.com/pittkethley,0,12,$64 per month,$5.35 per month,886,17-Apr
"1,330",Rio Fluff Butt,"Rio Fluff Butt is creating Digital Artwork, kigus, plushies and more! (cdlcreations)",https://graphtreon.com/creator/cdlcreations,https://www.patreon.com/cdlcreations,,,https://twitter.com/RioFluffButt,0,12,$139 per month,$11.55 per month,324,18-Nov
"1,331",Kerstin Walsh,Kerstin Walsh is creating Art & Mentoring (kerstinwalsh),https://graphtreon.com/creator/kerstinwalsh,https://www.patreon.com/kerstinwalsh,,,https://twitter.com/kerstinwalsh,0,12,,,814,17-Jul
"1,332",Kadin Goldberg,Kadin Goldberg is creating Landscape Paintings and sharing Art Tips (kadingoldberg),https://graphtreon.com/creator/kadingoldberg,https://www.patreon.com/kadingoldberg,,,0,0,12,$224 per month,$18.70 per month,715,17-Oct
"1,333",Thomas Novosel,Thomas Novosel is creating gross fantasy rpg illustrations and weird zines (thomasnovosel),https://graphtreon.com/creator/thomasnovosel,https://www.patreon.com/thomasnovosel,,,https://twitter.com/thomasanovosel,https://www.youtube.com/channel/UCztVwSmU1y5PR-IleN3DE-g?view_as=subscriber,12,$31 per art pack or big zine,$2.55 per art pack or big zine,998,17-Jan
"1,334",Wave 53 Studios,Wave 53 Studios is creating Full Invasion 2 (FullInvasion),https://graphtreon.com/creator/FullInvasion,https://www.patreon.com/FullInvasion,,,0,0,12,$62 per month,$5.18 per month,1094,16-Oct
"1,335",Meg Yates,"Meg Yates is creating Daily Paintings, Art and Music  (megyates)",https://graphtreon.com/creator/megyates,https://www.patreon.com/megyates,,,0,0,12,$69 per month,$5.77 per month,536,18-Apr
"1,336",Feverworm,Feverworm is creating Illustrations and other crap (feverworm),https://graphtreon.com/creator/feverworm,https://www.patreon.com/feverworm,,,https://twitter.com/feverworm,https://www.youtube.com/channel/UCs07IdD_YyLtbIZ4S9Nv5AA,12,,,1431,15-Nov
"1,337",AGENT ROSE,"AGENT ROSE is creating ART, ILLUSTRATION, & ANGEL IN BONDAGE (SECRET SERVICE STORY) (agentrosehq)",https://graphtreon.com/creator/agentrosehq,https://www.patreon.com/agentrosehq,,,https://twitter.com/agentrosehq,0,12,$64 per month,$5.31 per month,244,19-Jan
"1,338",Vanessa Cole,Vanessa Cole is creating Art (vkcoleart),https://graphtreon.com/creator/vkcoleart,https://www.patreon.com/vkcoleart,,,https://twitter.com/vkcoleartist,0,12,$98 per month,$8.15 per month,558,18-Mar
"1,339",Katie Sahm,Katie Sahm is creating Fine Art (katiesahm),https://graphtreon.com/creator/katiesahm,https://www.patreon.com/katiesahm,,,0,0,12,$241 per month,$20.08 per month,223,19-Feb
"1,340",Li Kovacs,"Li Kovacs is creating Digital / Traditional Art, & Illustrations. (likovacs)",https://graphtreon.com/creator/likovacs,https://www.patreon.com/likovacs,,,https://twitter.com/likovacs,https://www.youtube.com/c/Likovacs,12,,,1368,16-Jan
"1,341",Lin Romanov,"Lin Romanov is creating digital illustration, concept art, oil paintings (rlinarts)",https://graphtreon.com/creator/rlinarts,https://www.patreon.com/rlinarts,,,https://twitter.com/rlinarts,0,12,,,156,19-Apr
"1,342",Bhagat Singh Bedi,"Bhagat Singh Bedi is creating Epic Paintings of Gods, Gurus and Guardians (sikhiart)",https://graphtreon.com/creator/sikhiart,https://www.patreon.com/sikhiart,,,https://twitter.com/BhagatBedi,https://www.youtube.com/user/SikhiArt,12,$226 per month,$18.81 per month,864,17-May
"1,343",Mia Minerva,Mia Minerva is creating Illustrations (miaminerva),https://graphtreon.com/creator/miaminerva,https://www.patreon.com/miaminerva,,,https://twitter.com/miamminerva,https://www.youtube.com/c/MiaMinerva,12,$67 per month,$5.61 per month,368,18-Sep
"1,344",FSketcher,FSketcher is creating fashion drawing tutorials (fsketcher),https://graphtreon.com/creator/fsketcher,https://www.patreon.com/fsketcher,,,https://twitter.com/aliyauten,https://www.youtube.com/fsketcher,12,$79 per month,$6.59 per month,829,17-Jun
"1,345",Jeffchendesigns,Jeffchendesigns is creating Digital Art and Affordable Classes (jeffchendesigns),https://graphtreon.com/creator/jeffchendesigns,https://www.patreon.com/jeffchendesigns,,,https://twitter.com/jeffchendesigns,https://www.youtube.com/jeffchendesigns,12,$747 per month,$62.22 per month,455,18-Jul
"1,346",Shirley Kanyon,Shirley Kanyon is creating art (Shirleykanyon),https://graphtreon.com/creator/Shirleykanyon,https://www.patreon.com/Shirleykanyon,,,0,0,12,,,432,18-Jul
"1,347",Samanthadoodles,Samanthadoodles is creating Illustrations (samanthadoodles),https://graphtreon.com/creator/samanthadoodles,https://www.patreon.com/samanthadoodles,,,https://twitter.com/Samanthadoodles,0,12,,,1646,15-Mar
"1,348",viWorksART,viWorksART is creating Concept Art Illustrations for Coloring on PDF file (viworksart),https://graphtreon.com/creator/viworksart,https://www.patreon.com/viworksart,,,https://twitter.com/viworksart,https://www.youtube.com/channel/UCk57qQ8Ow38IZgxizKyfaUQ,12,,,1131,16-Aug
"1,349",Pol Clarissou,Pol Clarissou is creating digital oddities (polclarissou),https://graphtreon.com/creator/polclarissou,https://www.patreon.com/polclarissou,,,https://twitter.com/PolClarissou,0,12,$48 per month,$3.99 per month,423,18-Aug
"1,350",Squarepainter,Squarepainter is creating painted pixel art on canvas (Squarepainter),https://graphtreon.com/creator/Squarepainter,https://www.patreon.com/Squarepainter,,,0,0,12,$37 per each canvas painting and video posted,$3.08 per each canvas painting and video posted,198,19-Mar
"1,351",Nino Vecia,Nino Vecia is creating Shadows of Aydralem (ninovecia),https://graphtreon.com/creator/ninovecia,https://www.patreon.com/ninovecia,,,0,0,12,,,243,19-Feb
"1,352",Chloe,Chloe is creating Art (chloehenderson),https://graphtreon.com/creator/chloehenderson,https://www.patreon.com/chloehenderson,,,https://twitter.com/ChloeHenderson9,https://www.youtube.com/user/ChloeHenderson9,12,$76 per month,$6.33 per month,1271,16-Apr
"1,353",The Da Vinci Initiative,The Da Vinci Initiative is creating Online Drawing Courses (davinciinitiative),https://graphtreon.com/creator/davinciinitiative,https://www.patreon.com/davinciinitiative,,,0,https://www.youtube.com/channel/UCmTohh84UI7AxxU3-yT0Bvg,12,$18 per video,$1.50 per video,1106,16-Sep
"1,354",Berry Blitz Studio,Berry Blitz Studio is creating Cute and Colorful Vector Art That's Totally Sweet! (berryblitzstudio),https://graphtreon.com/creator/berryblitzstudio,https://www.patreon.com/berryblitzstudio,,,https://twitter.com/berrybltzstudio,0,12,$32 per month,$2.65 per month,488,18-Jun
"1,355",Hyraxid,Hyraxid is creating comics and illustrations (theregoesmotivation),https://graphtreon.com/creator/theregoesmotivation,https://www.patreon.com/theregoesmotivation,,,0,0,12,,,250,19-Jan
"1,356",Lise Richardson,"Lise Richardson is creating illustrations, zines, comics, and quite niche things. (liserichardson)",https://graphtreon.com/creator/liserichardson,https://www.patreon.com/liserichardson,,,https://twitter.com/liserichardson,0,12,$82 per month,$6.87 per month,492,18-May
"1,357",NikoDraws,NikoDraws is creating Illustrations  (Nikodraws),https://graphtreon.com/creator/Nikodraws,https://www.patreon.com/Nikodraws,,,https://twitter.com/Nikodraws,0,12,$197 per month,$16.39 per month,1463,15-Sep
"1,358",PkingSora,"PkingSora is creating Art work, Illustrations ,Tutorials and Lessons (PkingSora)",https://graphtreon.com/creator/PkingSora,https://www.patreon.com/PkingSora,,,https://twitter.com/PkingSora,https://www.youtube.com/user/pkingsora,12,,,149,19-May
"1,359",Brimochi,Brimochi is creating Illustrations and Fanart (brimochi),https://graphtreon.com/creator/brimochi,https://www.patreon.com/brimochi,,,0,0,12,$273 per month,$22.76 per month,1403,15-Nov
"1,360",Yagi Hikaru,"Yagi Hikaru is creating  Art, Illustrations and Paintings  (yagihikaru)",https://graphtreon.com/creator/yagihikaru,https://www.patreon.com/yagihikaru,,,https://twitter.com/YagiArt,https://www.youtube.com/channel/UCB0MpFwezl70l4xxCksuCwA,12,$50 per month,$4.16 per month,842,17-Jun
"1,361",PDX Network,PDX Network is creating Minecraft Servers (PDXMinecraft),https://graphtreon.com/creator/PDXMinecraft,https://www.patreon.com/PDXMinecraft,,,https://twitter.com/PDXMinecraft,https://www.youtube.com/channel/UCdcZznZLjh-303AXOJtAkrw,12,$104 per creation,$8.66 per creation,692,17-Nov
"1,362",AEM01,"AEM01 is creating illustrations, fanarts, manga, art, military girls (AEM01)",https://graphtreon.com/creator/AEM01,https://www.patreon.com/AEM01,,,https://twitter.com/jeremyzxc123,0,12,,,561,18-Mar
"1,363",kiikiibee,"kiikiibee is creating illustrations, designs, and tutorials (kiikiibee)",https://graphtreon.com/creator/kiikiibee,https://www.patreon.com/kiikiibee,,,0,https://www.youtube.com/channel/UCt3uqUWUZw2YzMyn0Ri-i1w,12,$32 per month,$2.70 per month,1097,16-Sep
"1,364",Eli,Eli is creating Art (badkingdom),https://graphtreon.com/creator/badkingdom,https://www.patreon.com/badkingdom,,,0,0,12,$18 per month,$1.51 per month,622,18-Jan
"1,365",Laura K. Watson,"Laura K. Watson is creating Prints, Zines, Poetry, Mail Art (laurakwatson)",https://graphtreon.com/creator/laurakwatson,https://www.patreon.com/laurakwatson,,,0,0,12,$70 per month,$5.80 per month,898,17-Apr
"1,366",Jeff Ramos,"Jeff Ramos is creating illustrations, pixel art, and tutorials! (ohjefframos)",https://graphtreon.com/creator/ohjefframos,https://www.patreon.com/ohjefframos,,,https://twitter.com/ohjefframos,0,12,,,576,18-Mar
"1,367",Orthodox Pebbles,Orthodox Pebbles is creating Orthodox Christian teaching material for young children. (orthodoxpebbles),https://graphtreon.com/creator/orthodoxpebbles,https://www.patreon.com/orthodoxpebbles,,,0,0,12,,,210,19-Mar
"1,368",Corrie,Corrie is creating Illustrations (JezebelLocked),https://graphtreon.com/creator/JezebelLocked,https://www.patreon.com/JezebelLocked,,,https://twitter.com/JezebelLocked,https://www.youtube.com/channel/UCn1VBr7uZSp6E3rSAKderEg,12,$126 per month,$10.50 per month,678,17-Nov
"1,369", Rae, Rae is creating cool artworks~ (SketchyRae),https://graphtreon.com/creator/SketchyRae,https://www.patreon.com/SketchyRae,,,https://twitter.com/SketchyRae,https://www.youtube.com/user/SketchyRae,12,$83 per month,$6.93 per month,901,17-Apr
"1,370",Mossy,Mossy is creating Digital Art and Illustrations! (mossygator),https://graphtreon.com/creator/mossygator,https://www.patreon.com/mossygator,,,0,https://www.youtube.com/channel/UCcfcauSS_mowCdVtmAkZqqg,12,$130 per month,$10.83 per month,165,19-Apr
"1,371",Kaz Palladino,"Kaz Palladino is creating Illustrations, cheeky greeting cards & prints (AwkwardAffections)",https://graphtreon.com/creator/AwkwardAffections,https://www.patreon.com/AwkwardAffections,,,0,0,12,,,153,19-May
"1,372",Tyler R Smith,Tyler R Smith is creating Digital Artwork,https://graphtreon.com/creator/user?u=15201676,https://www.patreon.com/user?u=15201676,,,0,0,12,,,182,19-Apr
"1,373",Linden Illuminated,"Linden Illuminated is creating Historical Arts, Scribal works, and Appliqué (LindenIlluminated)",https://graphtreon.com/creator/LindenIlluminated,https://www.patreon.com/LindenIlluminated,,,0,0,12,$537 per month,$44.73 per month,641,17-Dec
"1,374",Kazu,Kazu is creating Digital/Furry Art (KazuK9),https://graphtreon.com/creator/KazuK9,https://www.patreon.com/KazuK9,,,0,0,12,$182 per month,$15.16 per month,245,19-Jan
"1,375",The Lightbook,The Lightbook is creating a lightbox zine (thelightbook),https://graphtreon.com/creator/thelightbook,https://www.patreon.com/thelightbook,,,0,0,12,,,223,19-Feb
"1,376",Zezhou Chen,Zezhou Chen is creating Digital Paintings (zezhou),https://graphtreon.com/creator/zezhou,https://www.patreon.com/zezhou,,,https://twitter.com/ZezhouArt,https://www.youtube.com/Qrumzsjem,12,$77 per Art,$6.45 per Art,1789,14-Nov
"1,377",DA WORKSHOP,DA WORKSHOP is creating Miniature Model Painting Tutorials (Bigmeksworkshop),https://graphtreon.com/creator/Bigmeksworkshop,https://www.patreon.com/Bigmeksworkshop,,,https://twitter.com/BigmeksStudios,https://www.youtube.com/channel/UCbVWTnQpNpbKXFMCOmAkUJw,12,$74 per month,$6.18 per month,928,17-Mar
"1,378",Sheriff,Sheriff is creating art (sheriffbuddy),https://graphtreon.com/creator/sheriffbuddy,https://www.patreon.com/sheriffbuddy,,,0,0,12,$92 per month,$7.64 per month,192,19-Mar
"1,379",Adrian Baxter,Adrian Baxter is creating Dark Art/Illustration (adrianbaxter),https://graphtreon.com/creator/adrianbaxter,https://www.patreon.com/adrianbaxter,,,0,0,12,,,785,17-Aug
"1,380",Andy's Hobby Headquarters,"Andy's Hobby Headquarters is creating Teaching you building , painting  and weathering Plastic models (andyshobbyheadquarters)",https://graphtreon.com/creator/andyshobbyheadquarters,https://www.patreon.com/andyshobbyheadquarters,,,0,https://www.youtube.com/channel/UChnAgeghaNKLdftbfJY8zNA,12,,,1164,16-Jul
"1,381",Caroletta,Caroletta is creating animal rights illustrations (caroletta),https://graphtreon.com/creator/caroletta,https://www.patreon.com/caroletta,,,0,https://www.youtube.com/channel/UC0qOioPm5jpT5VtKV9vACVw,12,$52 per month,$4.30 per month,694,17-Nov
"1,382",Eastern Dragon Studios,Eastern Dragon Studios is creating costumes and art that bring your imagination to life! (Easterndragonstudios),https://graphtreon.com/creator/Easterndragonstudios,https://www.patreon.com/Easterndragonstudios,,,https://twitter.com/Kaikirith,0,12,$130 per month,$10.86 per month,1253,16-Apr
"1,383",Shani-Hyena,Shani-Hyena is creating Digital art (ShaniHyena),https://graphtreon.com/creator/ShaniHyena,https://www.patreon.com/ShaniHyena,,,https://twitter.com/ShaniHyena,0,12,$56 per month,$4.67 per month,887,17-Apr
"1,384",Amy Blackwell,Amy Blackwell is creating Art and illustrations  (amyjpeg),https://graphtreon.com/creator/amyjpeg,https://www.patreon.com/amyjpeg,,,0,0,12,$163 per month,$13.56 per month,199,19-Mar
"1,385",Kelly-Celina Art,Kelly-Celina Art is creating Illustrations and Fanart (KellyCelinaArt),https://graphtreon.com/creator/KellyCelinaArt,https://www.patreon.com/KellyCelinaArt,,,https://twitter.com/KellyCelinaArt,0,12,$112 per month,$9.35 per month,426,18-Aug
"1,386",Paper Miniatures,Paper Miniatures is creating Paper Miniatures (paperminiatures),https://graphtreon.com/creator/paperminiatures,https://www.patreon.com/paperminiatures,,,0,0,12,$16 per month,$1.35 per month,374,18-Sep
"1,387",Pamela Earleywine,Pamela Earleywine is creating Art and Fish Tanks (54Punchie),https://graphtreon.com/creator/54Punchie,https://www.patreon.com/54Punchie,,,0,https://www.youtube.com/user/54Punchie,12,$218 per month,$18.15 per month,263,19-Jan
"1,388",Snacky Boy,Snacky Boy is creating The Snacky Squad Pin Club! (snackyboy),https://graphtreon.com/creator/snackyboy,https://www.patreon.com/snackyboy,,,https://twitter.com/snackyboy,0,11,,,275,18-Dec
"1,389",Ransom & Mitchell,"Ransom & Mitchell is creating photography, digital art, encaustic paintings (ransommitchell)",https://graphtreon.com/creator/ransommitchell,https://www.patreon.com/ransommitchell,,,https://twitter.com/ransom_mitchell,0,11,,,436,18-Jul
"1,390",Rebecca Chaperon,Rebecca Chaperon is creating Paintings (rebeccachaperon),https://graphtreon.com/creator/rebeccachaperon,https://www.patreon.com/rebeccachaperon,,,https://twitter.com/rebeccachaperon,0,11,$138 per month,$12.58 per month,332,18-Nov
"1,391",Rakki,Rakki is creating character artworks (rakki),https://graphtreon.com/creator/rakki,https://www.patreon.com/rakki,,,https://twitter.com/Rakki_Patreon,0,11,,,1279,16-Apr
"1,392",hikusa,hikusa is creating Illustrations (hikusa),https://graphtreon.com/creator/hikusa,https://www.patreon.com/hikusa,,,https://twitter.com/KagamineLen,0,11,$33 per month,$3.02 per month,987,17-Jan
"1,393",Sarajean,Sarajean is creating ART (theonewithbear),https://graphtreon.com/creator/theonewithbear,https://www.patreon.com/theonewithbear,,,https://twitter.com/TheOneWithBear,https://www.youtube.com/theonewithbear,11,,,1234,16-May
"1,394",Mike Eserkaln,"Mike Eserkaln is creating Plays, Drawings, Stories and Improv (eserkaln)",https://graphtreon.com/creator/eserkaln,https://www.patreon.com/eserkaln,,,0,0,11,,,303,18-Dec
"1,395",EduFantasy,"EduFantasy is creating illustration, animation  (EduFantasy)",https://graphtreon.com/creator/EduFantasy,https://www.patreon.com/EduFantasy,,,0,0,11,,,269,19-Jan
"1,396",James Kelsey,"James Kelsey is creating amazing sculptures, paintings, and More! (JamesKelsey)",https://graphtreon.com/creator/JamesKelsey,https://www.patreon.com/JamesKelsey,,,https://twitter.com/JamesKelseyART,0,11,$180 per month,$16.37 per month,1898,14-Jul
"1,397",Xai,Xai is creating fluffy ponies (Xai),https://graphtreon.com/creator/Xai,https://www.patreon.com/Xai,,,0,0,11,$35 per month,$3.18 per month,1935,14-Jun
"1,398",Sanja R,"Sanja R is creating Art, Illustrations, Comics (freakxwannaxbe)",https://graphtreon.com/creator/freakxwannaxbe,https://www.patreon.com/freakxwannaxbe,,,https://twitter.com/freakxwannaxbe,https://www.youtube.com/channel/UChfrhL7sYl2oHldzCzdyQug,11,$114 per month,$10.36 per month,836,17-Jun
"1,399",bioatomic,bioatomic is creating Concept and Character Design (bioatomic),https://graphtreon.com/creator/bioatomic,https://www.patreon.com/bioatomic,,,https://twitter.com/bioatomic,0,11,$29 per month,$2.64 per month,873,17-May
"1,400",Beebosloth,Beebosloth is creating Traditional Illustration (beebosloth),https://graphtreon.com/creator/beebosloth,https://www.patreon.com/beebosloth,,,0,0,11,$44 per month,$3.99 per month,306,18-Nov
"1,401",wendy armfield,wendy armfield is creating a ministry of Joyful Wonderment through her paintings. (wendyarmfield),https://graphtreon.com/creator/wendyarmfield,https://www.patreon.com/wendyarmfield,,,0,0,11,$134 per month,$12.16 per month,943,17-Mar
"1,402",celty,celty is creating art! (necrophade),https://graphtreon.com/creator/necrophade,https://www.patreon.com/necrophade,,,0,0,11,$62 per month,$5.60 per month,983,17-Jan
"1,403",Shawn Langley,Shawn Langley is creating Comics & Illustrations (shawnlangley),https://graphtreon.com/creator/shawnlangley,https://www.patreon.com/shawnlangley,,,https://twitter.com/shawn_langley,https://www.youtube.com/user/langleyeffect2,11,,,1273,16-Apr
"1,404",Alyssa McCarthy,"Alyssa McCarthy is creating a chicken webcomic called Gallus, and fantasy illustrations! (AlyMccArt)",https://graphtreon.com/creator/AlyMccArt,https://www.patreon.com/AlyMccArt,,,0,0,11,$44 per month,$3.98 per month,1051,16-Nov
"1,405",Draconity.org,Draconity.org is creating Commission Vouchers (dorgcommissionvouchers),https://graphtreon.com/creator/dorgcommissionvouchers,https://www.patreon.com/dorgcommissionvouchers,,,0,0,11,$65 per month,$5.87 per month,514,18-May
"1,406",Chelsea Dirck,"Chelsea Dirck is creating Art, Drawings, and Prints  (chelseadirck)",https://graphtreon.com/creator/chelseadirck,https://www.patreon.com/chelseadirck,,,0,0,11,$48 per month,$4.35 per month,632,18-Jan
"1,407",Derek Myers,Derek Myers is creating Daily Drawings (derekthedeliman),https://graphtreon.com/creator/derekthedeliman,https://www.patreon.com/derekthedeliman,,,0,0,11,,,1455,15-Oct
"1,408",Freeze,Freeze is creating Art (freezepop88),https://graphtreon.com/creator/freezepop88,https://www.patreon.com/freezepop88,,,https://twitter.com/freezepop88,https://www.youtube.com/eeveelutionluver,11,$196 per month,$17.81 per month,1908,14-Jul
"1,409",Tyler Feder,Tyler Feder is creating illustrations (roaringsoftly),https://graphtreon.com/creator/roaringsoftly,https://www.patreon.com/roaringsoftly,,,https://twitter.com/roaringsoftly,0,11,$17 per month,$1.50 per month,1324,16-Feb
"1,410",Plague Daemon,"Plague Daemon is creating Sci Fi, Fantasy, and Creature Illustration",https://graphtreon.com/creator/user?u=12672560,https://www.patreon.com/user?u=12672560,,,0,0,11,,,427,18-Aug
"1,411",yoyoleif,yoyoleif is creating digital illustrations (yoyoleif),https://graphtreon.com/creator/yoyoleif,https://www.patreon.com/yoyoleif,,,0,0,11,$33 per month,$3.01 per month,1536,15-Jul
"1,412",Little Chmura,"Little Chmura is creating Illustrations, Comics and Animation (littlechmura)",https://graphtreon.com/creator/littlechmura,https://www.patreon.com/littlechmura,,,https://twitter.com/littlechmura,https://www.youtube.com/channel/UCZaAxRnTJwdcwGE0ZVrimpA?view_as=subscriber,11,,,699,17-Nov
"1,413",Vladinsky,Vladinsky is creating mixed media paintings usually on a large scale (vladinsky),https://graphtreon.com/creator/vladinsky,https://www.patreon.com/vladinsky,,,0,0,11,,,860,17-May
"1,414",Avalon Clare Illustration,Avalon Clare Illustration is creating illustrations (AvalonClareIllustration),https://graphtreon.com/creator/AvalonClareIllustration,https://www.patreon.com/AvalonClareIllustration,,,0,0,11,$136 per month,$12.40 per month,963,17-Feb
"1,415",Hal Moore,"Hal Moore is creating Drawings, Paintings, and Digital Art (LeakyPenProductions)",https://graphtreon.com/creator/LeakyPenProductions,https://www.patreon.com/LeakyPenProductions,,,https://twitter.com/LeakyPenArt,https://www.youtube.com/channel/UC7lbkQLA4PHQpVQ6CJbW4Yg,11,$120 per month,$10.87 per month,512,18-May
"1,416",Diana Probst,Diana Probst is creating Art (DianaProbst),https://graphtreon.com/creator/DianaProbst,https://www.patreon.com/DianaProbst,,,https://twitter.com/DianaProbst,https://www.youtube.com/DianaProbst,11,$253 per month,$22.99 per month,1451,15-Oct
"1,417",Abigail LaLonde,Abigail LaLonde is creating and making stuff (alien_sunset),https://graphtreon.com/creator/alien_sunset,https://www.patreon.com/alien_sunset,,,0,0,11,$24 per month,$2.22 per month,307,18-Nov
"1,418",Epyon5,Epyon5 is creating stenciled paintings. (epyon5),https://graphtreon.com/creator/epyon5,https://www.patreon.com/epyon5,,,https://twitter.com/epyon5,0,11,,,672,17-Nov
"1,419",Jim Magnusson,Jim Magnusson is creating The Lost Monster and map Manual,https://graphtreon.com/creator/user?u=285703,https://www.patreon.com/user?u=285703,,,0,0,11,$27 per lost monster and map manual page,$2.45 per lost monster and map manual page,1861,14-Aug
"1,420",Rebecca Nie - Fine Artist,"Rebecca Nie - Fine Artist is creating Floral Paintings, Ink Drawings, Fine Art (rebexart)",https://graphtreon.com/creator/rebexart,https://www.patreon.com/rebexart,,,https://twitter.com/RebexArt,https://www.youtube.com/channel/UCHHR9GvUO_mb6buBAI4w9Gg,11,$14 per finished work,$1.31 per finished work,1798,14-Oct
"1,421",dr!p,dr!p is creating pixel art and illustrations (drOMGp),https://graphtreon.com/creator/drOMGp,https://www.patreon.com/drOMGp,,,0,0,11,,,201,19-Mar
"1,422",Jennifer Taylor,"Jennifer Taylor is creating Painting Tutorials, Demos and More! (JenniferTaylorArt)",https://graphtreon.com/creator/JenniferTaylorArt,https://www.patreon.com/JenniferTaylorArt,,,0,https://www.youtube.com/channel/UCS4PvyHM_Tw65t70yU64Xwg?view_as=subscriber,11,$47 per month,$4.28 per month,485,18-Jun
"1,423",Stephanie Martin,Stephanie Martin is creating Arts & Witchery (Azralorne),https://graphtreon.com/creator/Azralorne,https://www.patreon.com/Azralorne,,,https://twitter.com/Azralorne,0,11,$17 per month,$1.51 per month,565,18-Mar
"1,424",Jeremy Hart Illos,Jeremy Hart Illos is creating Content for DnD and the OSR (jhillos),https://graphtreon.com/creator/jhillos,https://www.patreon.com/jhillos,,,https://twitter.com/jeremyhartillos,https://www.youtube.com/channel/UCsANNr3HHB6ft_aIqNIps2w,11,$25 per month,$2.30 per month,1247,16-May
"1,425",Joshua Lawson,"Joshua Lawson is creating essays, articles, books (and more!) to challenge & inspire (JoshuaLawson)",https://graphtreon.com/creator/JoshuaLawson,https://www.patreon.com/JoshuaLawson,,,https://twitter.com/Joshua__Lawson,https://www.youtube.com/channel/UC6We3BrJivNtvaAvi3WAq6g,11,,,638,18-Jan
"1,426",Celtis,Celtis is creating Illustrations (celtis),https://graphtreon.com/creator/celtis,https://www.patreon.com/celtis,,,0,0,11,$29 per month,$2.61 per month,155,19-Apr
"1,427",Jennifer So,Jennifer So is creating Art and Illustrations (jenniferso),https://graphtreon.com/creator/jenniferso,https://www.patreon.com/jenniferso,,,https://twitter.com/hellojennso,0,11,,,538,18-Apr
"1,428",Erika Rier,Erika Rier is creating Art & Zines (ErikaRier),https://graphtreon.com/creator/ErikaRier,https://www.patreon.com/ErikaRier,,,https://twitter.com/erika_rier_art,0,11,,,1616,15-Apr
"1,429",Amanda Wray,Amanda Wray is creating Graphics for Basic Income & More (amandawray),https://graphtreon.com/creator/amandawray,https://www.patreon.com/amandawray,,,0,0,11,,,1094,16-Oct
"1,430",Leaflin Lore Winecoff,"Leaflin Lore Winecoff is creating paintings, yogic musings, wisdom & absurdity",https://graphtreon.com/creator/user?u=9134615,https://www.patreon.com/user?u=9134615,,,0,0,11,$190 per month,$17.27 per month,505,18-May
"1,431",Der Frische Fisch,Der Frische Fisch is creating Cartoons (DerFrischeFisch),https://graphtreon.com/creator/DerFrischeFisch,https://www.patreon.com/DerFrischeFisch,,,https://twitter.com/Frischer_Fisch,0,11,$61 per month,$5.55 per month,884,17-May
"1,432",Robert Matthews,Robert Matthews is creating Dungeons and TTRPG Maps (DungeonsandDesign),https://graphtreon.com/creator/DungeonsandDesign,https://www.patreon.com/DungeonsandDesign,,,https://twitter.com/tomosucks,0,11,,,1903,14-Jul
"1,433",Silky,Silky is creating silly animal doodles (noctli),https://graphtreon.com/creator/noctli,https://www.patreon.com/noctli,,,0,0,11,$14 per month,$1.31 per month,152,19-May
"1,434",Rhys P.,"Rhys P. is creating Painting, Illustration, COMICS(?) (xenocat)",https://graphtreon.com/creator/xenocat,https://www.patreon.com/xenocat,,,https://twitter.com/nuclearocelot,0,11,$34 per month,$3.06 per month,1993,14-Apr
"1,435",TabbyB,TabbyB is creating Art:  Coloring pages and books (tabbyb),https://graphtreon.com/creator/tabbyb,https://www.patreon.com/tabbyb,,,https://twitter.com/tabbyleann,https://www.youtube.com/channel/UCojqJ23bUb6q6jSMBOHSErw,11,$33 per month,$2.99 per month,1397,15-Dec
"1,436",SeanFitz,SeanFitz is creating Illustrations and Story books. (Seanfitz),https://graphtreon.com/creator/Seanfitz,https://www.patreon.com/Seanfitz,,,https://twitter.com/Shodanicron,https://www.youtube.com/channel/UCYeKJKfyXLG16fdzjg9q4vA,11,,,933,17-Mar
